Name,Description,Order,Area Served,Type,Subtype,Spaces,Floor,Building,Dashboard,Device ID,Device Name,Description
VAV-16,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-1-16,1st,Building,VAV_Reheat_G36,1023,VAV-16,G36 VAV
VAV-17,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-1-17,1st,Building,VAV_Reheat_G36,1024,VAV-17,G36 VAV
VAV-18,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-1-18,1st,Building,VAV_Reheat_G36,1025,VAV-18,G36 VAV
VAV-19,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-1-19,1st,Building,VAV_Reheat_G36,1026,VAV-19,G36 VAV
VAV-20,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-1-20,1st,Building,VAV_Reheat_G36,1027,VAV-20,G36 VAV
VAV-21,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-1-21,1st,Building,VAV_Reheat_G36,1028,VAV-21,G36 VAV
VAV-22,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-1-22,1st,Building,VAV_Reheat_G36,1029,VAV-22,G36 VAV
VAV-23,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-1-23,1st,Building,VAV_Reheat_G36,1030,VAV-23,G36 VAV
VAV-24,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-1-24,1st,Building,VAV_Reheat_G36,1031,VAV-24,G36 VAV
VAV-25,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-1-25,1st,Building,VAV_Reheat_G36,1032,VAV-25,G36 VAV
VAV-26,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-1-26,1st,Building,VAV_Reheat_G36,1033,VAV-26,G36 VAV
VAV-27,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-1-27,1st,Building,VAV_Reheat_G36,1034,VAV-27,G36 VAV
VAV-28,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-1-28,1st,Building,VAV_Reheat_G36,1035,VAV-28,G36 VAV
VAV-29,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-1-29,1st,Building,VAV_Reheat_G36,1036,VAV-29,G36 VAV
VAV-30,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-1-30,1st,Building,VAV_Reheat_G36,1037,VAV-30,G36 VAV
VAV-49,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-1,2nd,Building,VAV_Reheat_G36,1038,VAV-31,G36 VAV
VAV-50,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-2,2nd,Building,VAV_Reheat_G36,1039,VAV-32,G36 VAV
VAV-51,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-3,2nd,Building,VAV_Reheat_G36,1040,VAV-33,G36 VAV
VAV-52,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-4,2nd,Building,VAV_Reheat_G36,1041,VAV-34,G36 VAV
VAV-53,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-5,2nd,Building,VAV_Reheat_G36,1042,VAV-35,G36 VAV
VAV-54,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-6,2nd,Building,VAV_Reheat_G36,1043,VAV-36,G36 VAV
VAV-55,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-7,2nd,Building,VAV_Reheat_G36,1044,VAV-37,G36 VAV
VAV-56,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-8,2nd,Building,VAV_Reheat_G36,1045,VAV-38,G36 VAV
VAV-57,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-9,2nd,Building,VAV_Reheat_G36,1046,VAV-39,G36 VAV
VAV-58,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-10,2nd,Building,VAV_Reheat_G36,1047,VAV-40,G36 VAV
VAV-59,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-11,2nd,Building,VAV_Reheat_G36,1048,VAV-41,G36 VAV
VAV-60,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-12,2nd,Building,VAV_Reheat_G36,1049,VAV-42,G36 VAV
VAV-61,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-13,2nd,Building,VAV_Reheat_G36,1050,VAV-43,G36 VAV
VAV-62,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-14,2nd,Building,VAV_Reheat_G36,1051,VAV-44,G36 VAV
VAV-63,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-15,2nd,Building,VAV_Reheat_G36,1052,VAV-45,G36 VAV
VAV-64,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-16,2nd,Building,VAV_Reheat_G36,1053,VAV-46,G36 VAV
VAV-65,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-17,2nd,Building,VAV_Reheat_G36,1054,VAV-47,G36 VAV
VAV-66,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-18,2nd,Building,VAV_Reheat_G36,1055,VAV-48,G36 VAV
VAV-67,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-19,2nd,Building,VAV_Reheat_G36,1056,VAV-49,G36 VAV
VAV-68,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-20,2nd,Building,VAV_Reheat_G36,1057,VAV-50,G36 VAV
VAV-69,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-21,2nd,Building,VAV_Reheat_G36,1058,VAV-51,G36 VAV
VAV-70,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-22,2nd,Building,VAV_Reheat_G36,1059,VAV-52,G36 VAV
VAV-71,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-23,2nd,Building,VAV_Reheat_G36,1060,VAV-53,G36 VAV
VAV-72,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-24,2nd,Building,VAV_Reheat_G36,1061,VAV-54,G36 VAV
VAV-73,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-25,2nd,Building,VAV_Reheat_G36,1062,VAV-55,G36 VAV
VAV-74,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-26,2nd,Building,VAV_Reheat_G36,1063,VAV-56,G36 VAV
VAV-75,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-27,2nd,Building,VAV_Reheat_G36,1064,VAV-57,G36 VAV
VAV-76,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-28,2nd,Building,VAV_Reheat_G36,1065,VAV-58,G36 VAV
VAV-77,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-29,2nd,Building,VAV_Reheat_G36,1066,VAV-59,G36 VAV
VAV-78,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-2-30,2nd,Building,VAV_Reheat_G36,1067,VAV-60,G36 VAV
VAV-97,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-1,3rd,Building,VAV_Reheat_G36,1068,VAV-61,G36 VAV
VAV-98,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-2,3rd,Building,VAV_Reheat_G36,1069,VAV-62,G36 VAV
VAV-99,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-3,3rd,Building,VAV_Reheat_G36,1070,VAV-63,G36 VAV
VAV-100,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-4,3rd,Building,VAV_Reheat_G36,1071,VAV-64,G36 VAV
VAV-101,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-5,3rd,Building,VAV_Reheat_G36,1072,VAV-65,G36 VAV
VAV-102,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-6,3rd,Building,VAV_Reheat_G36,1073,VAV-66,G36 VAV
VAV-103,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-7,3rd,Building,VAV_Reheat_G36,1074,VAV-67,G36 VAV
VAV-104,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-8,3rd,Building,VAV_Reheat_G36,1075,VAV-68,G36 VAV
VAV-105,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-9,3rd,Building,VAV_Reheat_G36,1076,VAV-69,G36 VAV
VAV-106,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-10,3rd,Building,VAV_Reheat_G36,1077,VAV-70,G36 VAV
VAV-107,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-11,3rd,Building,VAV_Reheat_G36,1078,VAV-71,G36 VAV
VAV-108,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-12,3rd,Building,VAV_Reheat_G36,1079,VAV-72,G36 VAV
VAV-109,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-13,3rd,Building,VAV_Reheat_G36,1080,VAV-73,G36 VAV
VAV-110,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-14,3rd,Building,VAV_Reheat_G36,1081,VAV-74,G36 VAV
VAV-111,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-15,3rd,Building,VAV_Reheat_G36,1082,VAV-75,G36 VAV
VAV-112,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-16,3rd,Building,VAV_Reheat_G36,1083,VAV-76,G36 VAV
VAV-113,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-17,3rd,Building,VAV_Reheat_G36,1084,VAV-77,G36 VAV
VAV-114,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-18,3rd,Building,VAV_Reheat_G36,1085,VAV-78,G36 VAV
VAV-115,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-19,3rd,Building,VAV_Reheat_G36,1086,VAV-79,G36 VAV
VAV-116,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-20,3rd,Building,VAV_Reheat_G36,1087,VAV-80,G36 VAV
VAV-117,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-21,3rd,Building,VAV_Reheat_G36,1088,VAV-81,G36 VAV
VAV-118,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-22,3rd,Building,VAV_Reheat_G36,1089,VAV-82,G36 VAV
VAV-119,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-23,3rd,Building,VAV_Reheat_G36,1090,VAV-83,G36 VAV
VAV-120,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-24,3rd,Building,VAV_Reheat_G36,1091,VAV-84,G36 VAV
VAV-121,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-25,3rd,Building,VAV_Reheat_G36,1092,VAV-85,G36 VAV
VAV-122,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-26,3rd,Building,VAV_Reheat_G36,1093,VAV-86,G36 VAV
VAV-123,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-27,3rd,Building,VAV_Reheat_G36,1094,VAV-87,G36 VAV
VAV-124,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-28,3rd,Building,VAV_Reheat_G36,1095,VAV-88,G36 VAV
VAV-125,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-29,3rd,Building,VAV_Reheat_G36,1096,VAV-89,G36 VAV
VAV-126,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-30,3rd,Building,VAV_Reheat_G36,1097,VAV-90,G36 VAV
VAV-145,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-1,4th,Building,VAV_Reheat_G36,1098,VAV-91,G36 VAV
VAV-146,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-2,4th,Building,VAV_Reheat_G36,1099,VAV-92,G36 VAV
VAV-147,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-3,4th,Building,VAV_Reheat_G36,1100,VAV-93,G36 VAV
VAV-148,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-4,4th,Building,VAV_Reheat_G36,1101,VAV-94,G36 VAV
VAV-149,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-5,4th,Building,VAV_Reheat_G36,1102,VAV-95,G36 VAV
VAV-150,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-6,4th,Building,VAV_Reheat_G36,1103,VAV-96,G36 VAV
VAV-151,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-7,4th,Building,VAV_Reheat_G36,1104,VAV-97,G36 VAV
VAV-152,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-8,4th,Building,VAV_Reheat_G36,1105,VAV-98,G36 VAV
VAV-153,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-9,4th,Building,VAV_Reheat_G36,1106,VAV-99,G36 VAV
VAV-154,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-10,4th,Building,VAV_Reheat_G36,1107,VAV-100,G36 VAV
VAV-155,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-11,4th,Building,VAV_Reheat_G36,1108,VAV-101,G36 VAV
VAV-156,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-12,4th,Building,VAV_Reheat_G36,1109,VAV-102,G36 VAV
VAV-157,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-13,4th,Building,VAV_Reheat_G36,1110,VAV-103,G36 VAV
VAV-158,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-14,4th,Building,VAV_Reheat_G36,1111,VAV-104,G36 VAV
VAV-159,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-15,4th,Building,VAV_Reheat_G36,1112,VAV-105,G36 VAV
VAV-160,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-16,4th,Building,VAV_Reheat_G36,1113,VAV-106,G36 VAV
VAV-161,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-17,4th,Building,VAV_Reheat_G36,1114,VAV-107,G36 VAV
VAV-162,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-18,4th,Building,VAV_Reheat_G36,1115,VAV-108,G36 VAV
VAV-163,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-19,4th,Building,VAV_Reheat_G36,1116,VAV-109,G36 VAV
VAV-164,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-20,4th,Building,VAV_Reheat_G36,1117,VAV-110,G36 VAV
VAV-165,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-21,4th,Building,VAV_Reheat_G36,1118,VAV-111,G36 VAV
VAV-166,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-22,4th,Building,VAV_Reheat_G36,1119,VAV-112,G36 VAV
VAV-167,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-23,4th,Building,VAV_Reheat_G36,1120,VAV-113,G36 VAV
VAV-168,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-24,4th,Building,VAV_Reheat_G36,1121,VAV-114,G36 VAV
VAV-169,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-25,4th,Building,VAV_Reheat_G36,1122,VAV-115,G36 VAV
VAV-170,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-26,4th,Building,VAV_Reheat_G36,1123,VAV-116,G36 VAV
VAV-171,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-27,4th,Building,VAV_Reheat_G36,1124,VAV-117,G36 VAV
VAV-172,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-28,4th,Building,VAV_Reheat_G36,1125,VAV-118,G36 VAV
VAV-173,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-29,4th,Building,VAV_Reheat_G36,1126,VAV-119,G36 VAV
VAV-174,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-4-30,4th,Building,VAV_Reheat_G36,1127,VAV-120,G36 VAV
